"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian.x","traveltime.x","studytime.x","failures.x","schoolsup.x","famsup.x","paidsup.x","activities.x","higher.x","romantic.x","famrel.x","freetime.x","goout.x","DailyAlc.x","WeekendAlc.x","health.x","absences.x","MathG1","MathG2","MathGFinal","guardian.y","traveltime.y","studytime.y","failures.y","schoolsup.y","famsup.y","paidsup.y","activities.y","higher.y","romantic.y","famrel.y","freetime.y","goout.y","DailyAlc.y","WeekendAlc.y","health.y","absences.y","PorG1","PorG2","PorGFinal"
"171","GP","F",18,"U","<=3","together","higher","secondary","other","other","home","yes","yes","other","15-30m","2-5h",0,"no","yes","yes","no","yes","yes","Good","High","VeryHigh",1,2,"Bad",10,10,8,8,"other","15-30m","2-5h",0,"no","yes","no","no","yes","yes","Good","High","VeryHigh",1,2,"Bad",0,13,14,14
"172","GP","F",19,"U",">3","together","none","primary","at_home","other","course","no","no","other","<15m","2-5h",3,"no","yes","no","no","no","no","Neutral","High","Low",1,1,"VeryGood",2,7,8,9,"other","<15m","2-5h",2,"no","yes","no","no","no","no","Neutral","High","Low",1,1,"VeryGood",0,9,10,11
"173","GP","F",19,"U",">3","together","secondary","secondary","other","other","reputation","yes","yes","other","<15m",">10h",0,"no","yes","yes","yes","yes","no","Good","Moderate","Moderate",1,2,"Moderate",10,8,8,8,"other","<15m",">10h",0,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",1,2,"Moderate",4,12,12,12
"174","GP","F",19,"U",">3","together","secondary","secondary","other","services","home","yes","yes","other","<15m","2-5h",2,"no","yes","yes","yes","yes","no","Good","Moderate","VeryHigh",3,3,"VeryGood",15,9,9,9,"other","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","Moderate","VeryHigh",3,3,"VeryGood",16,11,12,12
"175","GP","F",19,"U",">3","together","higher","higher","health","other","reputation","yes","yes","other","15-30m","2-5h",0,"no","yes","yes","yes","yes","no","Bad","Moderate","High",2,3,"Bad",0,10,9,0,"other","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Bad","Moderate","High",2,3,"Bad",2,14,13,13
"176","GP","M",15,"R",">3","together","middle","primary","health","services","reputation","yes","yes","mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Excellent","High","Low",1,1,"VeryGood",8,9,9,9,"mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Excellent","High","Low",1,1,"VeryGood",4,10,9,10
"177","GP","M",15,"R",">3","together","middle","secondary","at_home","services","course","yes","no","mother","<15m","2-5h",0,"yes","no","yes","yes","yes","no","Good","High","High",1,1,"VeryBad",2,11,8,8,"mother","<15m","2-5h",0,"yes","no","yes","yes","yes","no","Good","High","High",1,1,"VeryBad",0,7,8,8
"178","GP","M",15,"R",">3","together","secondary","higher","at_home","teacher","course","yes","no","mother",">60m","2-5h",0,"no","yes","no","no","yes","yes","Excellent","Moderate","Moderate",1,1,"VeryGood",0,9,0,0,"mother",">60m","2-5h",0,"no","yes","no","no","yes","yes","Excellent","Moderate","Moderate",1,1,"VeryGood",2,12,11,11
"179","GP","M",15,"R",">3","together","higher","secondary","teacher","at_home","course","yes","yes","mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Good","VeryHigh","Low",1,1,"VeryGood",0,17,16,16,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Good","VeryHigh","Low",1,1,"VeryGood",0,13,14,15
"180","GP","M",15,"R",">3","together","higher","higher","other","other","home","yes","yes","father",">60m",">10h",0,"no","yes","yes","yes","yes","yes","VeryBad","Moderate","VeryHigh",3,5,"VeryBad",6,10,13,13,"father",">60m",">10h",0,"no","yes","no","yes","yes","yes","VeryBad","Moderate","VeryHigh",3,5,"VeryBad",8,12,10,11
"181","GP","M",15,"U",">3","apart","middle","middle","other","other","home","yes","yes","other","<15m","5-10h",0,"no","yes","no","no","yes","yes","Good","VeryHigh","Low",1,1,"Moderate",0,14,16,16,"other","<15m","5-10h",0,"no","yes","no","no","yes","yes","Good","VeryHigh","Low",1,1,"Moderate",0,14,14,15
"182","GP","M",15,"U",">3","apart","secondary","higher","services","other","course","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Excellent","High","High",1,1,"VeryBad",0,16,18,18,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","High",1,1,"VeryBad",0,16,16,16
"183","GP","M",15,"U",">3","apart","higher","higher","other","services","reputation","no","yes","mother","<15m",">10h",0,"no","yes","no","yes","yes","yes","VeryBad","Moderate","Moderate",5,5,"Moderate",4,13,13,12,"mother","<15m",">10h",0,"no","yes","no","yes","yes","yes","VeryBad","Moderate","Moderate",5,5,"Moderate",0,11,12,12
"184","GP","M",15,"U",">3","together","middle","middle","other","other","home","yes","yes","mother","<15m","<2h",0,"no","yes","yes","no","yes","no","Good","Low","Low",1,2,"VeryGood",2,12,12,11,"mother","<15m","<2h",0,"no","yes","no","no","yes","no","Good","Low","Low",1,2,"VeryGood",8,11,12,12
"185","GP","M",15,"U",">3","together","middle","middle","services","services","course","yes","yes","father","<15m","<2h",0,"yes","yes","no","no","yes","no","Excellent","High","VeryLow",1,1,"VeryBad",0,8,8,11,"father","<15m","<2h",0,"yes","yes","no","no","yes","no","Excellent","High","VeryLow",1,1,"VeryBad",0,9,10,10
"186","GP","M",15,"U",">3","together","middle","middle","services","services","home","yes","yes","father","<15m",">10h",0,"no","yes","yes","yes","yes","no","Excellent","VeryHigh","High",1,2,"VeryGood",6,16,14,15,"father","<15m",">10h",0,"no","yes","no","yes","yes","no","Excellent","VeryHigh","High",1,2,"VeryGood",6,14,13,13
"187","GP","M",15,"U",">3","together","middle","secondary","other","other","home","no","yes","mother","<15m","5-10h",0,"yes","no","yes","no","yes","no","Excellent","Moderate","Low",1,2,"VeryGood",4,11,10,11,"mother","<15m","5-10h",0,"yes","no","no","no","yes","no","Excellent","Moderate","Low",1,2,"VeryGood",2,10,9,9
"188","GP","M",15,"U",">3","together","middle","secondary","other","services","course","no","yes","father","<15m","<2h",0,"yes","yes","yes","yes","yes","yes","Neutral","Low","Low",1,3,"Moderate",2,10,12,12,"father","<15m","<2h",0,"yes","yes","no","yes","yes","yes","Neutral","Low","Low",1,3,"Moderate",0,11,11,12
"189","GP","M",15,"U",">3","together","secondary","higher","other","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Excellent","VeryHigh","VeryLow",1,1,"VeryGood",0,14,15,15,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","VeryHigh","VeryLow",1,1,"VeryGood",0,12,12,13
"190","GP","M",15,"U",">3","together","secondary","higher","other","other","reputation","yes","yes","father","<15m","<2h",0,"no","no","no","no","yes","no","Neutral","High","Moderate",1,2,"Good",6,14,13,13,"father","<15m","<2h",0,"no","no","no","no","yes","no","Neutral","High","Moderate",1,2,"Good",2,14,13,14
"191","GP","M",15,"U",">3","together","secondary","higher","services","services","home","yes","yes","father","<15m","<2h",0,"yes","no","no","no","yes","no","Excellent","VeryHigh","VeryHigh",3,2,"VeryGood",0,13,13,12,"father","<15m","<2h",0,"yes","no","no","no","yes","no","Excellent","VeryHigh","VeryHigh",3,2,"VeryGood",2,9,9,9
"192","GP","M",15,"U",">3","together","higher","none","teacher","other","course","yes","yes","mother","15-30m",">10h",0,"no","no","no","yes","yes","no","Neutral","High","Moderate",1,1,"VeryBad",8,11,11,10,"mother","15-30m",">10h",0,"no","no","no","yes","yes","no","Neutral","High","Moderate",1,1,"VeryBad",0,12,11,11
"193","GP","M",15,"U",">3","together","higher","middle","health","services","other","yes","yes","mother","<15m","<2h",0,"no","no","yes","no","yes","no","Bad","Low","High",2,4,"VeryBad",4,15,16,15,"mother","<15m","<2h",0,"no","no","no","no","yes","no","Bad","Low","High",2,4,"VeryBad",0,11,11,11
"194","GP","M",15,"U",">3","together","higher","middle","other","other","course","yes","yes","mother","<15m",">10h",0,"no","no","no","no","yes","no","Neutral","Moderate","Moderate",1,1,"Moderate",0,10,10,10,"mother","<15m",">10h",0,"no","no","no","no","yes","no","Neutral","Moderate","Moderate",1,1,"Moderate",0,11,9,10
"195","GP","M",15,"U",">3","together","higher","middle","teacher","other","home","yes","no","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Good","Moderate","Moderate",2,2,"VeryGood",2,15,15,14,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",2,2,"VeryGood",4,11,12,13
"196","GP","M",15,"U",">3","together","higher","secondary","teacher","other","course","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","no","yes","no","Excellent","High","Moderate",1,2,"Moderate",2,10,10,11,"mother","15-30m","2-5h",0,"no","yes","no","no","yes","no","Excellent","High","Moderate",1,2,"Moderate",0,12,12,13
"197","GP","M",15,"U",">3","together","higher","secondary","teacher","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Good","Moderate","Moderate",2,3,"VeryGood",6,9,9,10,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",2,3,"VeryGood",0,11,11,11
"198","GP","M",15,"U",">3","together","higher","secondary","teacher","other","reputation","yes","yes","mother","<15m","2-5h",0,"no","no","no","no","yes","no","Good","High","VeryLow",1,1,"VeryBad",0,13,14,15,"mother","<15m","2-5h",0,"no","no","no","no","yes","no","Good","High","VeryLow",1,1,"VeryBad",0,12,13,14
"199","GP","M",15,"U",">3","together","higher","secondary","teacher","services","course","yes","yes","father","15-30m",">10h",0,"yes","yes","no","no","yes","no","Bad","Low","Low",1,1,"Moderate",0,7,9,0,"father","15-30m",">10h",0,"yes","yes","no","no","yes","no","Bad","Low","Low",1,1,"Moderate",6,9,11,11
"200","GP","M",15,"U",">3","together","higher","higher","health","health","other","yes","yes","father","<15m","<2h",0,"no","yes","yes","no","yes","no","Excellent","High","Low",1,1,"VeryGood",0,12,15,15,"father","<15m","<2h",0,"no","yes","yes","no","yes","no","Excellent","High","Low",1,1,"VeryGood",0,11,12,12
"201","GP","M",15,"U",">3","together","higher","higher","health","services","home","no","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Excellent","High","Low",3,4,"VeryGood",0,9,11,12,"mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Excellent","High","Low",3,4,"VeryGood",0,10,11,11
"202","GP","M",15,"U",">3","together","higher","higher","other","teacher","reputation","yes","no","father","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","High","Moderate",1,1,"Bad",2,11,13,14,"father","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","High","Moderate",1,1,"Bad",4,16,15,16
"203","GP","M",15,"U",">3","together","higher","higher","services","other","course","no","yes","mother","<15m","<2h",0,"no","yes","no","yes","yes","no","Excellent","Moderate","Moderate",1,1,"VeryGood",4,10,13,14,"mother","<15m","<2h",0,"no","yes","yes","yes","yes","no","Excellent","Moderate","Moderate",1,1,"VeryGood",2,12,13,12
"204","GP","M",15,"U",">3","together","higher","higher","services","services","reputation","yes","yes","mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","Moderate","VeryLow",1,1,"VeryGood",0,17,16,17,"mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","Moderate","VeryLow",1,1,"VeryGood",2,15,15,15
"205","GP","M",15,"U",">3","together","higher","higher","services","teacher","course","yes","yes","father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",1,1,"VeryGood",2,19,18,18,"father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",1,1,"VeryGood",0,14,15,15
"206","GP","M",15,"U",">3","together","higher","higher","teacher","health","reputation","yes","no","mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Neutral","Low","Low",1,1,"VeryGood",4,14,15,15,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Neutral","Low","Low",1,1,"VeryGood",8,15,15,16
"207","GP","M",15,"U","<=3","apart","middle","primary","services","other","course","yes","yes","mother",">60m","<2h",3,"no","no","no","no","yes","no","Good","VeryHigh","VeryHigh",2,5,"VeryGood",0,8,9,10,"mother",">60m","<2h",0,"no","no","no","no","yes","no","Good","VeryHigh","VeryHigh",2,5,"VeryGood",0,12,11,11
"208","GP","M",15,"U","<=3","apart","secondary","middle","services","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Good","Low","Low",1,1,"VeryBad",0,16,18,19,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","Low","Low",1,1,"VeryBad",0,15,16,17
"209","GP","M",15,"U","<=3","apart","higher","middle","health","health","other","yes","no","father","15-30m","<2h",1,"no","no","no","no","yes","no","Excellent","VeryHigh","VeryHigh",3,4,"VeryGood",6,11,11,10,"father","15-30m","<2h",0,"no","no","no","no","yes","no","Excellent","VeryHigh","VeryHigh",3,4,"VeryGood",4,10,9,9
"210","GP","M",15,"U","<=3","apart","higher","higher","teacher","teacher","course","yes","yes","mother","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","VeryHigh","Moderate",1,1,"Good",6,18,19,19,"mother","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","VeryHigh","Moderate",1,1,"Good",4,13,14,14
"211","GP","M",15,"U","<=3","together","primary","middle","other","at_home","home","yes","yes","father","<15m","2-5h",0,"yes","yes","no","yes","yes","no","Good","Moderate","Low",1,1,"VeryGood",2,9,10,9,"father","<15m","2-5h",0,"yes","yes","no","yes","yes","no","Good","Moderate","Low",1,1,"VeryGood",0,14,13,14
"212","GP","M",15,"U","<=3","together","middle","middle","services","health","reputation","yes","yes","mother","<15m",">10h",0,"no","yes","no","yes","yes","no","Good","Moderate","High",1,1,"Good",6,11,13,14,"mother","<15m",">10h",0,"no","yes","no","yes","yes","no","Good","Moderate","High",1,1,"Good",2,11,12,12
"213","GP","M",15,"U","<=3","together","middle","middle","services","services","home","yes","yes","mother","15-30m","2-5h",0,"no","no","yes","yes","yes","no","Excellent","Moderate","Moderate",1,3,"Good",4,15,15,15,"mother","15-30m","2-5h",0,"no","no","yes","yes","yes","no","Excellent","Moderate","Moderate",1,3,"Good",2,13,12,13
"214","GP","M",15,"U","<=3","together","secondary","secondary","other","other","course","no","yes","mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Low",1,1,"Bad",0,8,10,12,"mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Low",1,1,"Bad",0,13,12,12
"215","GP","M",15,"U","<=3","together","higher","middle","teacher","other","course","yes","yes","mother","<15m","<2h",0,"no","no","no","no","yes","no","Neutral","VeryHigh","Low",1,1,"Moderate",10,18,19,19,"mother","<15m","<2h",0,"no","no","no","no","yes","no","Neutral","VeryHigh","Low",1,1,"Moderate",10,18,17,18
"216","GP","M",15,"U","<=3","together","higher","secondary","teacher","services","home","yes","yes","mother","<15m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","High","Moderate",1,1,"Good",2,15,16,18,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","High","Moderate",1,1,"Good",0,14,14,14
"217","GP","M",15,"U","<=3","together","higher","higher","health","services","course","yes","yes","father","<15m","<2h",0,"no","yes","yes","yes","yes","no","Good","Moderate","Moderate",1,3,"VeryGood",2,14,14,14,"father","<15m","<2h",0,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",1,3,"VeryGood",0,12,13,12
"218","GP","M",15,"U","<=3","together","higher","higher","teacher","other","home","no","yes","other","<15m","<2h",0,"no","yes","no","no","yes","yes","Excellent","High","Moderate",2,4,"VeryGood",8,12,12,12,"other","<15m","<2h",0,"no","yes","no","no","yes","yes","Excellent","High","Moderate",2,4,"VeryGood",8,10,11,11
"219","GP","M",16,"R",">3","apart","higher","higher","other","teacher","reputation","yes","yes","mother","15-30m","5-10h",0,"no","yes","no","yes","yes","yes","Bad","High","Moderate",1,1,"VeryGood",7,15,16,15,"mother","15-30m","5-10h",0,"no","yes","no","yes","yes","yes","Bad","High","Moderate",1,1,"VeryGood",4,13,13,13
"220","GP","M",16,"R",">3","together","middle","primary","other","other","course","no","no","mother","15-30m","<2h",0,"no","no","no","yes","yes","no","Neutral","Moderate","Low",1,3,"Moderate",0,8,9,8,"mother","15-30m","<2h",0,"no","no","no","yes","yes","no","Neutral","Moderate","Low",1,3,"Moderate",2,14,13,12
"221","GP","M",16,"R",">3","together","middle","middle","at_home","other","course","no","no","mother","30-60m","<2h",0,"no","no","no","no","yes","no","Good","Low","Low",1,2,"Moderate",2,17,15,15,"mother","30-60m","<2h",0,"no","no","no","no","yes","no","Good","Low","Low",1,2,"Moderate",4,12,10,11
"222","GP","M",16,"R",">3","together","secondary","secondary","services","services","reputation","yes","yes","mother","<15m","<2h",0,"no","yes","no","yes","yes","no","Good","Moderate","Low",3,4,"VeryGood",8,8,9,10,"mother","<15m","<2h",0,"no","yes","no","yes","yes","no","Good","Moderate","Low",3,4,"VeryGood",0,11,10,10
"223","GP","M",16,"R",">3","together","higher","middle","teacher","services","other","yes","yes","mother","<15m","<2h",0,"no","yes","no","yes","yes","yes","Good","Moderate","Moderate",3,4,"Moderate",10,10,8,9,"mother","<15m","<2h",0,"no","yes","no","yes","yes","yes","Good","Moderate","Moderate",3,4,"Moderate",8,10,9,11
"224","GP","M",16,"R",">3","together","higher","secondary","services","other","reputation","no","yes","mother","15-30m","<2h",0,"yes","yes","no","yes","yes","no","Neutral","Moderate","Moderate",1,1,"Good",2,11,15,15,"mother","15-30m","<2h",0,"yes","yes","yes","yes","yes","no","Neutral","Moderate","Moderate",1,1,"Good",6,9,11,11
"225","GP","M",16,"R",">3","together","higher","higher","teacher","teacher","course","yes","yes","mother","<15m","<2h",0,"no","no","yes","yes","yes","no","Neutral","VeryHigh","VeryHigh",2,5,"Good",8,18,18,18,"mother","<15m","<2h",0,"no","no","no","yes","yes","no","Neutral","VeryHigh","VeryHigh",2,5,"Good",8,14,14,15
"226","GP","M",16,"R","<=3","together","secondary","secondary","teacher","other","home","yes","yes","father","30-60m","<2h",0,"no","yes","yes","yes","yes","no","Neutral","Moderate","High",3,5,"Moderate",8,9,9,10,"father","30-60m","<2h",0,"no","yes","no","yes","yes","no","Neutral","Moderate","High",3,5,"Moderate",16,10,11,12
"227","GP","M",16,"U",">3","together","none","middle","other","other","other","no","yes","mother","<15m","<2h",0,"no","no","yes","no","yes","no","Good","Moderate","Low",2,4,"VeryGood",0,13,15,15,"mother","<15m","<2h",0,"no","no","no","no","yes","no","Good","Moderate","Low",2,4,"VeryGood",0,11,12,11
"228","GP","M",16,"U",">3","together","primary","none","other","other","reputation","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","yes","yes","yes","Good","Moderate","Low",1,1,"Moderate",2,13,15,16,"mother","15-30m","2-5h",0,"no","yes","no","yes","yes","yes","Good","Moderate","Low",1,1,"Moderate",0,16,17,18
"229","GP","M",16,"U",">3","together","primary","middle","services","services","other","yes","yes","mother","<15m","<2h",0,"no","yes","yes","yes","yes","yes","Neutral","Moderate","Moderate",1,2,"Moderate",2,11,12,11,"mother","<15m","<2h",0,"no","yes","no","yes","yes","yes","Neutral","Moderate","Moderate",1,2,"Moderate",0,10,9,11
"230","GP","M",16,"U",">3","together","middle","primary","other","other","course","yes","yes","mother","30-60m","<2h",0,"no","no","no","no","yes","no","Good","Moderate","Moderate",1,1,"Good",6,18,18,18,"mother","30-60m","<2h",0,"no","no","no","no","yes","no","Good","Moderate","Moderate",1,1,"Good",7,15,16,16
"231","GP","M",16,"U",">3","together","middle","middle","other","other","course","yes","yes","father","<15m","2-5h",0,"no","no","no","no","no","no","Good","Moderate","VeryHigh",2,4,"Good",4,10,10,10,"father","<15m","2-5h",0,"no","no","no","no","no","no","Good","Moderate","VeryHigh",2,4,"Good",0,9,10,11
"232","GP","M",16,"U",">3","together","middle","middle","services","other","reputation","no","yes","father","15-30m","2-5h",1,"no","no","yes","yes","yes","no","Good","High","Low",1,1,"Moderate",12,11,10,10,"father","15-30m","2-5h",0,"no","no","no","yes","yes","no","Good","High","Low",1,1,"Moderate",6,12,10,11
"233","GP","M",16,"U",">3","together","middle","secondary","other","other","home","yes","yes","father","15-30m","<2h",0,"no","no","no","no","yes","no","Excellent","Moderate","Moderate",1,1,"Moderate",0,13,14,14,"father","15-30m","<2h",0,"no","no","no","no","yes","no","Excellent","Moderate","Moderate",1,1,"Moderate",0,13,12,12
"234","GP","M",16,"U",">3","together","secondary","primary","other","other","reputation","yes","no","mother","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Low",2,2,"VeryGood",2,12,12,14,"mother","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Low",2,2,"VeryGood",0,13,13,14
"235","GP","M",16,"U",">3","together","secondary","primary","other","other","reputation","yes","yes","father","15-30m",">10h",0,"no","yes","yes","no","yes","no","Good","Moderate","Low",1,1,"VeryGood",0,13,15,15,"father","15-30m",">10h",0,"no","yes","no","no","yes","no","Good","Moderate","Low",1,1,"VeryGood",2,13,11,11
"236","GP","M",16,"U",">3","together","secondary","middle","at_home","other","reputation","yes","yes","mother","15-30m","5-10h",0,"no","no","no","yes","yes","yes","Excellent","Moderate","Moderate",1,3,"Bad",10,11,9,10,"mother","15-30m","5-10h",0,"no","no","no","yes","yes","yes","Excellent","Moderate","Moderate",1,3,"Bad",0,12,12,12
"237","GP","M",16,"U",">3","together","secondary","middle","other","other","home","no","yes","mother","<15m","<2h",0,"no","yes","yes","no","yes","no","Excellent","High","Moderate",1,1,"VeryGood",0,12,14,15,"mother","<15m","<2h",0,"no","yes","no","no","yes","no","Excellent","High","Moderate",1,1,"VeryGood",4,12,12,12
"238","GP","M",16,"U",">3","together","secondary","secondary","at_home","other","reputation","no","yes","other","30-60m","2-5h",0,"yes","yes","no","no","yes","no","Excellent","Moderate","Moderate",1,3,"Bad",6,7,10,10,"other","30-60m","2-5h",1,"yes","yes","no","no","yes","no","Excellent","Moderate","Moderate",1,3,"Bad",4,9,11,10
"239","GP","M",16,"U",">3","together","secondary","secondary","other","services","course","yes","yes","father","<15m","2-5h",1,"no","yes","yes","no","yes","yes","Good","VeryHigh","VeryHigh",4,4,"VeryGood",4,10,12,12,"father","<15m","2-5h",1,"no","yes","no","no","yes","yes","Good","VeryHigh","VeryHigh",4,4,"VeryGood",0,10,10,1
"240","GP","M",16,"U",">3","together","secondary","secondary","other","services","home","yes","yes","father","15-30m","<2h",0,"no","no","no","yes","yes","no","Excellent","High","Low",1,1,"VeryGood",0,13,14,13,"father","15-30m","<2h",0,"no","no","no","yes","yes","no","Excellent","High","Low",1,1,"VeryGood",6,14,14,15
"241","GP","M",16,"U",">3","together","secondary","secondary","services","other","home","yes","yes","father","<15m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","Moderate","Moderate",1,1,"VeryGood",2,16,18,18,"father","<15m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","Moderate","Moderate",1,1,"VeryGood",4,13,14,14
"242","GP","M",16,"U",">3","together","secondary","secondary","services","other","home","yes","yes","father","<15m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","Moderate","Moderate",1,1,"VeryGood",2,16,18,18,"mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Low","Moderate",1,2,"Moderate",0,11,12,13
"243","GP","M",16,"U",">3","together","secondary","secondary","services","other","home","yes","yes","mother","<15m","2-5h",0,"no","no","yes","yes","yes","yes","Good","Low","Moderate",1,2,"Moderate",2,12,13,12,"father","<15m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","Moderate","Moderate",1,1,"VeryGood",4,13,14,14
"244","GP","M",16,"U",">3","together","secondary","secondary","services","other","home","yes","yes","mother","<15m","2-5h",0,"no","no","yes","yes","yes","yes","Good","Low","Moderate",1,2,"Moderate",2,12,13,12,"mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Low","Moderate",1,2,"Moderate",0,11,12,13
"245","GP","M",16,"U",">3","together","secondary","higher","other","other","course","no","yes","father","30-60m","<2h",2,"no","yes","no","yes","yes","no","Neutral","High","VeryHigh",2,4,"Bad",0,6,5,0,"father","30-60m","<2h",1,"no","yes","no","yes","yes","no","Neutral","High","VeryHigh",2,4,"Bad",4,9,9,10
"246","GP","M",16,"U",">3","together","higher","secondary","health","services","reputation","yes","yes","mother","<15m",">10h",0,"no","no","no","yes","yes","no","Good","Low","Low",1,1,"Bad",4,19,19,20,"mother","<15m",">10h",0,"no","no","no","yes","yes","no","Good","Low","Low",1,1,"Bad",2,17,17,17
"247","GP","M",16,"U",">3","together","higher","secondary","teacher","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Neutral","High","Moderate",2,3,"Moderate",10,9,8,8,"mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Neutral","High","Moderate",2,3,"Moderate",4,11,10,11
"248","GP","M",16,"U",">3","together","higher","higher","health","other","course","yes","yes","mother","<15m","<2h",0,"no","yes","no","yes","yes","no","Neutral","High","High",1,4,"VeryGood",18,14,11,13,"mother","<15m","<2h",0,"no","yes","no","yes","yes","no","Neutral","High","High",1,4,"VeryGood",4,12,13,13
"249","GP","M",16,"U",">3","together","higher","higher","health","other","reputation","yes","yes","father","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Good","Low","High",2,4,"VeryBad",2,14,13,13,"father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","Low","High",2,4,"VeryBad",0,13,13,14
"250","GP","M",16,"U",">3","together","higher","higher","services","services","course","yes","yes","mother","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Low",1,2,"VeryGood",0,13,12,12,"mother","<15m","<2h",0,"no","no","yes","yes","yes","no","Excellent","Moderate","Low",1,2,"VeryGood",4,14,15,15
"251","GP","M",16,"U",">3","together","higher","higher","services","services","course","yes","yes","mother","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Low",1,2,"VeryGood",0,13,12,12,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","Moderate","Moderate",1,3,"VeryGood",0,15,13,13
"252","GP","M",16,"U",">3","together","higher","higher","services","services","other","yes","yes","mother","<15m","<2h",0,"yes","yes","yes","yes","yes","no","Good","VeryHigh","VeryHigh",5,5,"Good",14,7,7,5,"mother","<15m","<2h",0,"yes","yes","no","yes","yes","no","Good","VeryHigh","VeryHigh",5,5,"Good",12,9,9,8
"253","GP","M",16,"U",">3","together","higher","higher","services","teacher","other","yes","yes","father","<15m","5-10h",0,"no","yes","no","yes","yes","yes","Good","High","Moderate",1,1,"Good",0,16,17,17,"father","<15m","5-10h",0,"no","yes","no","yes","yes","yes","Good","High","Moderate",1,1,"Good",0,16,16,16
"254","GP","M",16,"U",">3","together","higher","higher","teacher","teacher","course","yes","yes","mother","<15m","<2h",0,"no","yes","no","no","no","yes","Neutral","Moderate","Low",2,1,"VeryGood",0,7,6,0,"father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","High",1,2,"VeryGood",6,16,14,14
"255","GP","M",16,"U",">3","together","higher","higher","teacher","teacher","course","yes","yes","mother","<15m","<2h",0,"no","yes","no","no","no","yes","Neutral","Moderate","Low",2,1,"VeryGood",0,7,6,0,"mother","<15m","<2h",0,"no","yes","no","no","no","yes","Neutral","Moderate","Low",2,1,"VeryGood",16,9,9,8
"256","GP","M",16,"U",">3","together","higher","higher","teacher","teacher","course","yes","yes","father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","High",1,2,"VeryGood",2,15,15,16,"father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","High",1,2,"VeryGood",6,16,14,14
